Name	Set	ImageFile	SetID	type	Race	Cost	TCost	ATK	DEF	Attribute	Rarity	Cardtext	Script
Chelina, Sorceress of Sending Back // Send Back	EDL	EDL-041	EDL-041	Resonator // Chant	Human	[Wa][Wa]	4	            300	500        	Water	R	Return target addition, resonator, or regalia to its owner's hand.	
Crown of the Ancient King	EDL	EDL-042	EDL-042	Chant	Treasure	[Wa][Wa]	4			Water	N	[Quickcast]J/resonators you control gain [Barrier] and "Prevent the next damage that would be dealt to this card." until end of turn. Shuffle this card into its owner's deck as it resolves.	
Endless Purse	EDL	EDL-043	EDL-043	Chant	Treasure	[Wa]	4			Water	N	[Quickcast]You have no maximum hand size until end of game. Draw a card. Shuffle this card into its owner's deck as it resolves.	
Insatiable Desire for Treasure	EDL	EDL-044	EDL-044	Chant	-	[Wa][Wa]	4			Water	N	[Quickcast]Your opponent reveals the top seven cards of their deck. If none of them share a name, you may play one from among them without paying its cost. Put the rest on the bottom of your opponent's deck in a random order.	
Jewel of the Panda King	EDL	EDL-045	EDL-045	Chant	Treasure	[Wa][Wa]	4			Water	SR	[Quickcast]Return target non-magic stone, non-J-ruler entity to its owner's hand. Draw a card. Shuffle this card into its owner's deck as it resolves.	
Kiki, Selesta's Partner // Kiki's Exploration	EDL	EDL-046	EDL-046	Resonator // Chant	Beast	[Wa][Wa]	4	            0	100        	Water	MR	[Quickcast]Shuffle this card into your deck. Then [Exploration] 4.	
Magic Crest of Water	EDL	EDL-047	EDL-047	Addition	Magic Crest	[Wa]	4			Water	N		
Mermaid's Thunder Parasol	EDL	EDL-048	EDL-048	Chant	Treasure	[Wa]	4			Water	R	[Quickcast]This card deals 400 damage for each card in your hand to target J/resonator. Shuffle this card into its owner's deck as it resolves.	
Mirage, Fantasy Guide // Foresee	EDL	EDL-049	EDL-049	Resonator // Chant	Spirit // Mage Art	[Wa][Wa][Wa][Wa]	4	            500	700        	Water	SR	Draw two cards.	
Selesta, Treasure Hunter	EDL	EDL-050	EDL-050	Ruler	Human, Rogue		0				RR	[Judgment][D][D][1]	
Skycover Squirrel	EDL	EDL-051	EDL-051	Resonator	Beast	[Wa][Wa]	4	            0	800        	Water	N	[Flying]	
The Hidden History - "Selesta"	EDL	EDL-052	EDL-052	Addition	-	[Wa]	4			Water	N		
The Library of Lykeion	EDL	EDL-053	EDL-053	Addition	-	[Wa][Wa]	4			Water	N		
Water Servant of Ragnarok	EDL	EDL-054	EDL-054	Resonator	Deity	[Wa]	4	            400	400        	Water	N		
Water Spirit of the Lamp	EDL	EDL-055	EDL-055	Resonator	Spirit	[Wa][Wa][Wa]	4	            900	900        	Water	R	[Flying]	
Waterfront Frog	EDL	EDL-056	EDL-056	Resonator	Beast	[Wa]	4	            100	900        	Water	N		
Wise Dragon	EDL	EDL-057	EDL-057	Resonator	Dragon	[Wa][Wa][Wa][Wa][Wa]	4	            1600	1700        	Water	SR	[Flying]	
Altesing, Mischievous Boy // A Glimpse of the Prodigy	EDL	EDL-058	EDL-058	Resonator // Chant	Elf, Wizard	[Wi][Wi][Wi][Wi][Wi]	4	            500	700        	Wind	MR	[Quickcast][Quickcast]Cancel target spell or automatic ability.	
Altesing's Secret Hideout	EDL	EDL-059	EDL-059	Addition	-	[Wi]	4			Wind	N		
Elixir, Crest Researcher // Research Results	EDL	EDL-060	EDL-060	Resonator // Chant	Human, Wizard	[Wi][Wi][Wi]	4	            400	400        	Wind	SR	Look at the top five cards of your deck. You may reveal up to two non-resonator cards from among them and put them into your hand. Put the rest on the bottom of your deck in any order.	
Elixir's Love	EDL	EDL-061	EDL-061	Chant	-	[Wi][1]	3			Wind	N	[Remnant]Put target chant from your graveyard into your hand.	
Lykeion, the Magic Academy	EDL	EDL-062	EDL-062	Addition	-	[Wi][Wi][Wi]	4			Wind	R		
Magic Crest of Wind	EDL	EDL-063	EDL-063	Addition	Magic Crest	[Wi][2]	6			Wind	N		
Magical Dragon	EDL	EDL-064	EDL-064	Resonator	Dragon	[Wi][Wi][Wi][Wi][Wi]	4	            1700	1700        	Wind	SR	[Flying]	
Magical Wind Arrow	EDL	EDL-065	EDL-065	Chant	-	[Wi]	4			Wind	N	[Quickcast]Choose one; 	
Monstrous Rush	EDL	EDL-066	EDL-066	Chant	-	[Wi][Wi]	4			Wind	SR	If this is the first chant you played this turn, put a [700/700] wind Beast resonator token with [Pierce] into the field. If this is the second chant you played this turn, put a [1000/1000] wind Beast resonator token with [Swiftness] into the field. If this is the third chant you played this turn, put a [1200/1200] wind Beast resonator token with [Pierce] into the field. If this is the fourth or subsequent chant you played this turn, put all three of those tokens into the field.	
Perpetual Student at the Academy	EDL	EDL-067	EDL-067	Resonator	Elf, Wizard	[Wi][Wi]	4	            700	700        	Wind	N		
Spirit of Magic	EDL	EDL-068	EDL-068	Resonator	Spirit	[Wi]	4	            400	400        	Wind	R	[Flying]	
Spirit of the Soil // Loamy Soil	EDL	EDL-069	EDL-069	Resonator // Chant	Spirit	[Wi][Wi][Wi][2]	6	            500	700        	Wind	R	Put the top card of your magic stone deck into the field rested.	
Stormy Sky	EDL	EDL-070	EDL-070	Chant	-	[Wi]	4			Wind	N	Choose one. If this card was awakened, choose both instead;[Awakening][2]	
Student at the Academy	EDL	EDL-071	EDL-071	Resonator	Elf, Wizard	[Wi]	4	            200	200        	Wind	N		
The Grimoire of the Seven Luminaries	EDL	EDL-072	EDL-072	Chant	Treasure	[Wi][1]	3			Wind	N	[Quickcast]You gain 200 life for each magic stone you control. Shuffle this card into its owner's deck as it resolves.	
Unceasing Wind	EDL	EDL-073	EDL-073	Chant	-	[Wi]	4			Wind	N	[Quickcast]Draw a card. Then put this card on top of your deck.	
Welser, the Progenitor of Magic	EDL	EDL-074	EDL-074	Ruler	Human, Wizard		0				RR	[Judgment][0]. Play this ability only if you control ten or more magic stones.	
Wind of the Star	EDL	EDL-075	EDL-075	Chant	-	[Wi][Wi]	4			Wind	N	[Quickcast]Reveal the top card of your deck and count the number of will symbols in its attribute cost. Cancel target spell if its total cost is less than or equal to the number of will symbols you counted this way.	
Wind Servant of Ragnarok	EDL	EDL-076	EDL-076	Resonator	Deity	[Wi]	4	            100	500        	Wind	N	[Quickcast]	
Abhorrent Revival	EDL	EDL-077	EDL-077	Chant	-	[D][D][D]	3			Darkness	N	Put any number of resonators with a combined total cost of 4 or less from your graveyard into the field.	
Arm of the Demon	EDL	EDL-078	EDL-078	Chant	Treasure	[D]	3			Darkness	N	[Quickcast]J/resonators you control gain [Drain] and [Bane] until end of turn. Shuffle this card into its owner's deck as it resolves.	
Bone Dragon	EDL	EDL-079	EDL-079	Resonator	Dragon	[D][D][D][D][D]	3	            1700	1300        	Darkness	SR	[Flying]	
Darkness Servant of Ragnarok	EDL	EDL-080	EDL-080	Resonator	Deity	[D][2]	6	            800	800        	Darkness	N	[Flying]	
Frightened Villager	EDL	EDL-081	EDL-081	Resonator	Human	[D]	3	            200	200        	Darkness	N		
Gravekeeper at the Academy	EDL	EDL-082	EDL-082	Resonator	Wizard	[D]	3	            400	400        	Darkness	N		
Interdimensional Graveyard	EDL	EDL-083	EDL-083	Addition	-	[D]	3			Darkness	R		
Isolated Demon of Revenge	EDL	EDL-084	EDL-084	Resonator	Demon	[D][D][2]	6	            1200	1200        	Darkness	R	You may pay [2] less to play this card if you don't control a J/resonator.	
Lonely Vampire	EDL	EDL-085	EDL-085	Resonator	Vampire	[D]	3	            400	400        	Darkness	N	When this card leaves the field >>> Your opponent banishes a resonator.	
Lord of the Undead // Deadly Dive	EDL	EDL-086	EDL-086	Resonator // Chant	Zombie	[D][D][D][D][D]	3	            600	700        	Darkness	R	Other Zombies you control gain [+400/+400].As an additional cost to play this card, banish all Zombie resonators you control.This card deals damage equal to the total ATK of the banished resonators to your opponent.	
Magic Crest of Darkness	EDL	EDL-087	EDL-087	Addition	Magic Crest	[D]	3			Darkness	N		
Mikage Seijuro, Interdimensional Messenger	EDL	EDL-088	EDL-088	Ruler	Wanderer, Vampire		0				RR	[Judgment][D][D]	
Mikage Seijuro, Interdimensional Messenger	EDL	EDL-088J	EDL-088J	Ruler	Wanderer, Vampire		0				JR	[Judgment][D][D]	
Ominous Moon, the Lunar Sword	EDL	EDL-089	EDL-089	Chant	-	[D]	3			Darkness	SR	[Quickcast]As an additional cost to play this card, remove two [+100/+100] counters from an entity you control.Destroy target J/resonator. Players cannot chase to this card.	
Reaper Knight // Endless Night	EDL	EDL-090	EDL-090	Resonator // Chant	Knight	[D][D][D][D][1]	3	            700	500        	Darkness	N	[Bane][Quickcast]Destroy target resonator your opponent controls. Then resonators gain [-200/-200] until end of turn.	
The Battle comes to an end, and then...	EDL	EDL-091	EDL-091	Chant	-	[D][D][1]	3			Darkness	N	Name a card. Search your opponent's deck, graveyard, and hand for all cards that share a name with the named card and remove them from the game. Then your opponent shuffles their deck.	
The Elegant Mikage Sisters // Eternal Recurrence	EDL	EDL-092	EDL-092	Resonator // Chant	Vampire	[D][D][D][D][D][3]	9	            900	900        	Darkness	SR	[Flying] [Drain] [Bane]Destroy all resonators.	
The Hidden History - "Mikage"	EDL	EDL-093	EDL-093	Addition	-	[D]	3			Darkness	N		
Tsuiya, Cursed Spawn of the Star // Curse of Ragnarok	EDL	EDL-094	EDL-094	Resonator // Chant	Human	[D][D][D]	3	            400	400        	Darkness	MR	[Remnant]Look at your opponent's hand. Choose a card. They remove that card from the game.	
Tsuiya's Darkness	EDL	EDL-095	EDL-095	Chant	-	[D][D][D]	3			Darkness	N	[Quickcast]You may pay [D] less to play this card for each darkness resonator you controlled put into a graveyard from the field this turn.J/resonators your opponent control gain [-200/-200] until end of turn for each entity you controlled put into a graveyard this turn. Draw a card.	
Ragnarok, Invading Dragon Lord	EDL	EDL-096	EDL-096	Ruler	Dragon		0				RR		
Epic Stone of the Blood	EDL	EDL-097	EDL-097	Special Magic Stone	-		0				R	[Rest]: Produce [D].	
Epic Stone of the Dragon	EDL	EDL-098	EDL-098	Special Magic Stone	-		0				R	[Rest]: Produce [F].	
Epic Stone of the Elements	EDL	EDL-099	EDL-099	Special Magic Stone	-		0				R	[Rest]: Produce [Wi].	
Epic Stone of the Star	EDL	EDL-100	EDL-100	Special Magic Stone	-		0				R	[Rest]: Produce [L].	
Epic Stone of the Treasure	EDL	EDL-101	EDL-101	Special Magic Stone	-		0				R	[Rest]: Produce [D].	
A Duet of Light	MSW	MSW-001	MSW-001	Chant	-	[L][L]	3			Light	N	Choose one, you may choose an additional one for each recovered J/ruler you control;	
Almerius	MSW	MSW-002	MSW-002	Ruler	Human, Six Sages		0				RR	[Judgment] [L][L][1][Tag] (Six Sages) - You may start the game with this ruler and another ruler with [Tag] (Six Sages) that doesn't share a name with this card. Put both in your ruler area.	
Almerius	MSW	MSW-002J	MSW-002J	Ruler	Human, Six Sages		0				JR	[Judgment] [L][L][1][Tag] (Six Sages) - You may start the game with this ruler and another ruler with [Tag] (Six Sages) that doesn't share a name with this card. Put both in your ruler area.	
Chiffon, Spirit of Guidance	MSW	MSW-003	MSW-003	Resonator	Spirit	[L][1]	3	            600	600        	Light	SR	[Flying][Awakening] Rest a recovered light J/ruler you control: [Enter] >>> Destroy target non-magic stone entity your opponent controls.	
Gathering of the Six Sages	MSW	MSW-004	MSW-004	Chant	-	[L]	3			Light	N	[Quickcast]	
Guardian Wizard	MSW	MSW-005	MSW-005	Resonator	Human, Wizard	[L][L]	3	            600	600        	Light	N		
Gullwing, Dragon Spirit	MSW	MSW-006	MSW-006	Resonator	Spirit, Dragon	[L][L][3]	9	            1500	1500        	Light	SR	[Flying]	
Messenger from the Spirit Village	MSW	MSW-007	MSW-007	Resonator	Spirit	[L][1]	3	            600	600        	Light	N	[Flying]	
Princess Kaguya // Flying Bamboo	MSW	MSW-008	MSW-008	Resonator // Chant	Fairy Tale	[L][L][1]	3	            600	600        	Light	MR	[Quickcast]Choose a ruler with [Tag] (Six Sages) you control and a ruler with [Tag] (Six Sages) you own from outside the game. Swap those rulers. If you spent [M] to play this card, put its "Princess Kaguya" part into the field instead of putting this card into its owner's graveyard.	
Rapunzel, the Long-Haired Princess	MSW	MSW-009	MSW-009	Resonator	Fairy Tale/Human	[L][L][1]	3	            600	600        	Light	N		
Rush of Spirits	MSW	MSW-010	MSW-010	Chant	-	[L]	3			Light	N	[Quickcast]As an additional cost to play this card, reveal a Spirit from your hand.Destroy target resonator if its total cost is less than the total cost of the revealed card. 	
Spirit of Hope	MSW	MSW-011	MSW-011	Resonator	Fairy Tale, Spirit	[L]	3	            0	400        	Light	N	[Pierce]	
Spirit Ring	MSW	MSW-012	MSW-012	Addition	-	[L]	3			Light	N		
Spirit Village	MSW	MSW-013	MSW-013	Addition	-	[L]	3			Light	R		
The Awakening of Almerius	MSW	MSW-014	MSW-014	Chant	-	[L][L]	3			Light	SR	[Quickcast]Destroy target non-Spirit resonator. If this card was awakened, destroy all non-Spirit resonators instead.[Awakening] [L][1], rest a recovered card named "Almerius" you control.	
The Awakening of Zero	MSW	MSW-015	MSW-015	Chant	-	[L]	3			Light	R	[Quickcast]J/resonators you control gain [Eternal] until end of turn. If this card was awakened, put ten [+100/+100] counters on a card named "Zero, Apprentice Sage" you control.[Awakening] Rest a recovered card named "Zero, Apprentice Sage" you control.	
The Beginning of a Fairy Tale	MSW	MSW-016	MSW-016	Chant	Fairy Tale	[L]	3			Light	N	[Quickcast]Put two [200/200] light Spirit, Fairy Tale resonator tokens into the field. If this card was awakened, draw a card.[Awakening] Rest a recovered J/ruler you control.	
Tinker Bell, the Spirit // Rain of Light	MSW	MSW-017	MSW-017	Resonator // Chant	Fairy Tale, Spirit	[L][L][Wa][X]	7	            0	0        	Light	R	[Quickcast]Target up to X resonators. Rest those your opponent controls and recover those you control.	
Zero, Apprentice Sage	MSW	MSW-018	MSW-018	Ruler	Human, Six Sages		0				RR	[Judgment] [L][Tag] (Six Sages) - You may start the game with this ruler and another ruler with [Tag] (Six Sages) that doesn't share a name with this card. Put both in your ruler area.	
Zero, Apprentice Sage	MSW	MSW-018J	MSW-018J	Ruler	Human, Six Sages		0				JR	[Judgment] [L][Tag] (Six Sages) - You may start the game with this ruler and another ruler with [Tag] (Six Sages) that doesn't share a name with this card. Put both in your ruler area.	
A Duet of Fire	MSW	MSW-019	MSW-019	Chant	-	[F][F]	3			Fire	N	Choose one, you may choose an additional one for each recovered J/ruler you control;	
Cane of the Salamander	MSW	MSW-020	MSW-020	Addition	-	[F]	3			Fire	N		
Desperate Aid	MSW	MSW-021	MSW-021	Chant	-	[F]	3			Fire	N	[Quickcast]	
Elfina, Spirit of Trials	MSW	MSW-022	MSW-022	Resonator	Spirit	[F][F]	3	            1000	200        	Fire	SR	[Quickcast]	
Fairy Tale Resistance Force	MSW	MSW-023	MSW-023	Chant	Fairy Tale	[F]	3			Fire	N	[Quickcast]Target Fairy Tale resonator gains [+400/+400] until end of turn. If this card was awakened, it gains [+1000/+1000] until end of turn instead. [Awakening] Rest a recovered J/ruler you control.	
Fountain of Trials	MSW	MSW-024	MSW-024	Addition	-	[F]	3			Fire	R		
Infinite Matchsticks	MSW	MSW-025	MSW-025	Chant	Fairy Tale	[F]	3			Fire	N	You may have any number of copies of this card in your deck.[Quickcast]This card deals 200 damage plus an additional 200 damage for each card named "Infinite Matchsticks" in your graveyard to target player or J/resonator.	
Milest	MSW	MSW-026	MSW-026	Ruler	Human, Six Sages		0				RR	[Judgment] [F][F][1][Tag] (Six Sages) - You may start the game with this ruler and another ruler with [Tag] (Six Sages) that doesn't share a name with this card. Put both in your ruler area.	
Milest	MSW	MSW-026J	MSW-026J	Ruler	Human, Six Sages		0				JR	[Judgment] [F][F][1][Tag] (Six Sages) - You may start the game with this ruler and another ruler with [Tag] (Six Sages) that doesn't share a name with this card. Put both in your ruler area.	
Salamander, the Spirit of Fire // Ghostflame	MSW	MSW-027	MSW-027	Resonator // Chant	Spirit	[F][F]	3	            300	100        	Fire	R	This card deals 300 damage to target player or resonator.	
Shaman of the Spirit Village	MSW	MSW-028	MSW-028	Resonator	Human, Spirit	[F][1]	3	            0	700        	Fire	N		
Snow White of the Red Apple // Apple Avenger	MSW	MSW-029	MSW-029	Resonator // Chant	Fairy Tale // Fairy Tale	[F][F][F]	3	            0	0        	Fire	MR	[Quickcast] [First Strike][Quickcast]This card deals X damage divided as you choose to any number of target J/resonators your opponent controls, where X is the total damage that was dealt to you this turn. If X is 1000 or more, put this card's "Snow White of the Red Apple" part into the field instead of putting this card into its owner's graveyard.	
Snow White's Fire Dwarves	MSW	MSW-030	MSW-030	Resonator	Fairy Tale	[F][1]	3	            1000	1000        	Fire	N		
Spirit of the Fiery Stone	MSW	MSW-031	MSW-031	Resonator	Spirit	[F][F][F]	3	            900	900        	Fire	N		
The Awakening of Milest	MSW	MSW-032	MSW-032	Chant	-	[F][X]	3			Fire	SR	This card deals 400 damage multiplied by X to target player or J/resonator. If this card was awakened, it deals 400 damage multiplied by X to your opponent and each J/resonator your opponent controls instead.[Awakening] Rest a recovered card named "Milest" you control.	
The Little Explosive Match Girl	MSW	MSW-033	MSW-033	Resonator	Fairy Tale	[F]	3	            300	300        	Fire	SR		
A Duet of Water	MSW	MSW-034	MSW-034	Chant	-	[Wa][Wa][1]	3			Water	N	[Quickcast]Choose one, you may choose an additional one for each recovered J/ruler you control;	
Cinderella, Freed from the Ashes // Rampaging Pumpkin Carriage	MSW	MSW-035	MSW-035	Resonator // Chant	Fairy Tale // Fairy Tale	[Wa][Wa][Wa][Wa][1]	3	            600	600        	Water	MR	[Quickcast][Quickcast]Put up to two target non-magic stone, non-J-ruler entities your opponent controls on top of their owner's deck in any order. If this card was awakened, put its "Cinderella, Freed from the Ashes" part into the field instead of putting this card into its owner's graveyard.[Awakening] [1]	
Fairy Tale Rabbit	MSW	MSW-036	MSW-036	Resonator	Fairy Tale, Rabbit	[Wa]	4	            200	200        	Water	N		
Fiola, Spirit of Oblivion	MSW	MSW-037	MSW-037	Resonator	Spirit	[Wa][Wa]	4	            500	600        	Water	SR	[Quickcast]	
Fountain of the Oblivion Moon	MSW	MSW-038	MSW-038	Addition	Moon	[Wa][Wa][2]	6			Water	N	Rest a recovered J/ruler you control: Draw a card.	
Illusionary Flower of Sorrow	MSW	MSW-039	MSW-039	Addition	-	[Wa]	4			Water	N	Rest a recovered J/ruler you control: Rest target J/resonator. It doesn't recover during its controller's next recovery phase.	
Illusionary Mermaid	MSW	MSW-040	MSW-040	Resonator	Mermaid, Fantasy	[Wa]	4	            100	700        	Water	N		
Illusionary Snow	MSW	MSW-041	MSW-041	Chant	-	[Wa]	4			Water	N	[Quickcast]Destroy target resonator that was the target of a successfully resolved ability of a J/ruler you controlled this turn.	
Moojdart	MSW	MSW-042	MSW-042	Ruler	Human, Six Sages		0				RR	[Judgment] [D][D][1][Tag] (Six Sages) - You may start the game with this ruler and another ruler with [Tag] (Six Sages) that doesn't share a name with this card. Put both in your ruler area.[Rest]: Draw a card. Then put a card from your hand on the bottom of your deck. 	
Moojdart	MSW	MSW-042J	MSW-042J	Ruler	Human, Six Sages		0				JR	[Judgment] [D][D][1][Tag] (Six Sages) - You may start the game with this ruler and another ruler with [Tag] (Six Sages) that doesn't share a name with this card. Put both in your ruler area.[Rest]: Draw a card. Then put a card from your hand on the bottom of your deck. 	
Neverend, Fairy Tale Dragon	MSW	MSW-043	MSW-043	Resonator	Fairy Tale, Dragon	[Wa]	4	            100	100        	Water	SR	[Flying]	
Neverend's Roar	MSW	MSW-044	MSW-044	Chant	-	[Wa][Wa][1]	3			Water	N	As you play this card, you may reveal any number of Fairy Tales from your hand.Rest X target entities your opponent controls, where X is the number of cards revealed to play this card. They don't recover during their controller's next recovery phase. 	
Purplemist, the Fantasy Dragon // Moon Incarnation	MSW	MSW-045	MSW-045	Resonator // Chant	Fantasy, Dragon	[Wa][Wa][Wa][Wa][2]	6	            1000	1000        	Water	R	[Flying]Search your deck for a Moon addition, reveal it and put it into your hand. Then shuffle your deck.[Awakening] [2]: You may put a Moon addition from your hand into the field.	
Spirit of Knowledge	MSW	MSW-046	MSW-046	Resonator	Fairy Tale, Spirit	[Wa]	4	            100	100        	Water	N		
The Awakening of Moojdart	MSW	MSW-047	MSW-047	Chant	-	[Wa][Wa]	4			Water	SR	Draw two cards. If this card was awakened, draw three cards instead.[Awakening] Rest a recovered card named "Moojdart" you control.	
Three-Eyed Fortune Teller	MSW	MSW-048	MSW-048	Resonator	Wizard	[Wa][Wa]	4	            600	600        	Water	R		
A Blank Page	MSW	MSW-049	MSW-049	Addition	-	[Wi][Wi][1]	3			Wind	N	[Awakening] Rest a recovered J/ruler you control.	
A Duet of Wind	MSW	MSW-050	MSW-050	Chant	-	[Wi][Wi][2]	6			Wind	N	[Quickcast]Choose one, you may choose an additional one for each recovered J/ruler you control;	
An Ancestor's Portrait	MSW	MSW-051	MSW-051	Addition	-	[Wi][1]	3			Wind	N		
Fairy Tale Moon	MSW	MSW-052	MSW-052	Addition	Fairy Tale, Moon	[Wi]	4			Wind	R		
Fiethsing	MSW	MSW-053	MSW-053	Ruler	Elf, Six Sages		0				RR	[Judgment] [Wi][Wi][1][Tag] (Six Sages) - You may start the game with this ruler and another ruler with [Tag] (Six Sages) that doesn't share a name with this card. Put both in your ruler area.	
